3,-7,stpetersburg
6,-7,stpetersburg
0,3,clearwater
"-2",-3,pinellas
"-4",-2,pinellas
0,2,clearwater
"-3",11,pinellas
"-4",-3,pinellas
2,-5,stpetersburg
"-2",8,pinellas
"-4",9,pinellas
"-2",3,clearwater
"-1",-5,stpetersburg
2,-4,stpetersburg
"-5",0,pinellas
6,-5,stpetersburg
"-4",2,pinellas
0,-7,pinellas
4,-7,stpetersburg
0,11,pinellas
4,-4,stpetersburg
0,5,pinellas
0,9,pinellas
1,1,pinellas
4,-1,stpetersburg
"-6",7,pinellas
5,-10,stpetersburg
"-1",2,clearwater
"-6",0,pinellas
2,1,pinellas
3,-9,stpetersburg
1,-3,pinellas
"-3",-7,pinellas
4,-8,stpetersburg
"-6",1,pinellas
"-5",-3,pinellas
"-2",2,clearwater
"-4",-5,pinellas
"-3",0,largo
1,-10,stpetersburg
"-5",8,pinellas
3,5,pinellas
3,-10,stpetersburg
"-2",-7,pinellas
1,-8,stpetersburg
"-4",7,pinellas
"-3",-6,pinellas
"-3",-4,pinellas
"-5",5,pinellas
"-6",10,pinellas
"-1",9,pinellas
5,0,pinellas
"-4",1,pinellas
1,-11,pinellas
3,-1,stpetersburg
"-1",-8,pinellas
"-3",9,pinellas
3,-2,stpetersburg
"-4",8,pinellas
"-2",-6,pinellas
"-4",-1,pinellas
0,4,clearwater
5,-6,stpetersburg
6,-2,stpetersburg
2,-2,pinellas
"-3",6,pinellas
"-6",-1,pinellas
5,-7,stpetersburg
0,0,pinellas
2,-9,stpetersburg
1,-1,pinellas
"-3",3,clearwater
3,-3,stpetersburg
"-5",6,pinellas
"-5",7,pinellas
0,-10,pinellas
2,-7,stpetersburg
"-2",-2,pinellas
"-3",4,pinellas
"-5",3,pinellas
3,0,stpetersburg
"-2",9,pinellas
0,1,largo
"-3",5,pinellas
"-3",-5,pinellas
0,-9,pinellas
"-4",6,pinellas
2,11,pinellas
"-1",7,pinellas
"-2",-9,pinellas
"-3",7,pinellas
0,-4,stpetersburg
1,-4,stpetersburg
"-1",-3,pinellas
"-4",5,pinellas
"-4",-6,pinellas
"-3",-3,pinellas
4,-5,stpetersburg
1,-2,pinellas
3,1,pinellas
"-3",-1,pinellas
0,-5,stpetersburg
"-4",0,pinellas
5,-1,pinellas
"-1",3,clearwater
"-6",-2,pinellas
2,-6,stpetersburg
7,-6,stpetersburg
2,7,pinellas
1,9,pinellas
1,-6,pinellas
"-1",6,pinellas
"-1",-9,pinellas
0,-11,pinellas
"-5",9,pinellas
5,-9,stpetersburg
1,4,pinellas
4,-3,stpetersburg
"-1",8,pinellas
"-3",1,pinellas
3,3,clearwater
6,-3,stpetersburg
1,2,pinellas
6,-10,stpetersburg
"-2",0,largo
"-4",4,clearwater
"-1",-2,pinellas
0,-3,pinellas
4,-10,stpetersburg
"-4",-4,pinellas
"-6",-3,pinellas
0,10,pinellas
"-1",10,pinellas
2,2,pinellas
1,3,clearwater
"-2",10,pinellas
"-5",11,pinellas
6,-4,stpetersburg
3,-4,stpetersburg
1,7,pinellas
2,-10,stpetersburg
3,4,pinellas
"-5",-5,pinellas
"-1",0,largo
"-1",5,pinellas
"-3",8,pinellas
2,9,pinellas
0,7,pinellas
"-5",-1,pinellas
6,-8,stpetersburg
5,-8,stpetersburg
"-4",-7,pinellas
2,6,pinellas
"-1",4,clearwater
"-5",2,pinellas
5,-5,stpetersburg
6,-6,stpetersburg
1,6,pinellas
3,-5,stpetersburg
2,-3,pinellas
"-1",1,largo
"-5",-4,pinellas
"-2",-4,pinellas
"-4",10,pinellas
5,-2,stpetersburg
1,-7,pinellas
"-5",10,pinellas
2,4,pinellas
"-2",1,largo
3,-8,stpetersburg
4,-9,stpetersburg
"-2",4,pinellas
"-1",-7,pinellas
"-3",2,pinellas
"-2",7,pinellas
"-4",11,pinellas
4,-6,stpetersburg
1,8,pinellas
"-6",11,pinellas
"-1",-6,stpetersburg
5,-3,stpetersburg
"-2",5,pinellas
"-2",-1,pinellas
7,-5,stpetersburg
"-3",10,pinellas
"-1",-10,pinellas
"-1",-4,stpetersburg
1,-9,stpetersburg
"-3",-2,pinellas
1,-5,stpetersburg
"-5",4,pinellas
4,0,stpetersburg
2,0,pinellas
0,-8,pinellas
1,5,pinellas
2,8,pinellas
"-2",-8,pinellas
"-5",1,pinellas
"-1",11,pinellas
"-2",6,pinellas
2,3,clearwater
"-6",9,pinellas
1,0,pinellas
"-4",3,clearwater
4,1,pinellas
3,-6,stpetersburg
0,8,pinellas
"-5",-2,pinellas
3,2,pinellas
2,5,pinellas
"-1",-1,pinellas
6,-9,stpetersburg
"-2",-10,pinellas
2,-8,stpetersburg
2,-1,pinellas
5,1,pinellas
5,-4,stpetersburg
0,-6,pinellas
2,10,pinellas
0,-1,pinellas
0,6,pinellas
"-2",-5,pinellas
0,-2,pinellas
1,11,pinellas
3,6,pinellas
"-2",11,pinellas
1,10,pinellas
4,-2,stpetersburg
